B7337	35.76861 	110.69778 
B7338	35.79583 	110.80694 
B7339	35.87333 	111.10167 
B7361	35.96583 	111.52611 
B7362	35.96417 	111.36528 
B7364	35.71444 	111.24972 
B7365	35.89778 	111.50278 
B7366	35.92083 	111.53917 
B7367	36.02000 	111.40333 
B7368	35.81528 	111.28083 
B7369	35.81000 	111.37889 
B7370	35.72083 	111.35944 
B7371	35.92583 	111.50722 
B7372	35.90028 	111.32778 
B7373	35.84278 	111.25556 
B7374	35.91000 	111.54806 
B7375	35.92444 	111.56194 
B7376	35.80944 	111.32056 
B7391	36.03417 	111.87306 
B7392	35.89667 	111.76528 
B7394	35.92528 	111.87167 
B7395	35.95111 	111.82722 
B7396	35.92194 	111.69944 
B7397	35.92222 	111.77000 
B7398	36.07028 	111.89028 
B7399	35.97833 	111.87167 
B7421	35.75806 	111.63889 
B7422	35.71556 	111.76167 
B7423	35.71389 	111.93194 
B7424	35.67667 	111.74417 
B7425	35.77333 	111.80667 
B7426	35.73944 	111.95889 
B7428	35.58889 	111.92167 
B7429	35.82333 	111.90750 
B7430	35.76028 	111.75750 
B7431	35.81139 	111.61944 
B7432	35.63500 	111.79972 
B7451	35.63444 	111.59806 
B7452	35.71639 	111.55167 
B7453	35.79750 	111.54667 
B7454	35.70639 	111.42278 
B7455	35.77611 	111.45917 
B7456	35.57694 	111.53556 
B7481	35.60083 	111.29000 
B7482	35.58500 	111.35306 
B7483	35.61000 	111.41833 
B7484	35.62444 	111.37583 
B7434	35.68528 	111.84861 
B7435	35.70722 	111.95389 
B7010	36.79944 	110.72806 
B7012	36.83806 	110.79667 
B7013	36.66194 	110.57111 
B7014	36.86528 	110.51389 
B7129	36.44972 	110.80583 
B7130	36.43194 	110.78111 
B7131	36.44556 	110.84361 
B7132	36.35667 	110.78306 
B7133	36.43667 	110.72722 
B7162	36.36194 	111.01556 
B7163	36.34806 	111.30361 
B7251	36.06167 	110.67389 
B7252	36.07361 	110.69639 
B7345	35.92222 	110.77972 
B7346	35.84917 	111.03667 
B7312	36.02028 	112.21806 
B7313	36.28389 	112.25861 
B6006	38.22778 	110.67000 
B6007	38.33389 	110.99139 
B6008	38.22056 	110.92000 
B6009	38.66917 	111.14889 
B6011	38.49056 	110.98389 
B6013	38.54000 	111.02111 
B6014	38.50639 	111.02972 
B6015	38.39333 	111.06472 
B6016	38.23917 	110.90722 
B6017	38.46583 	111.10611 
B6018	38.48167 	111.14806 
B6019	38.47278 	111.09722 
B6020	38.38472 	111.04083 
B6033	38.44250 	111.44583 
B6034	38.38000 	111.74472 
B6035	38.53028 	111.38917 
B6036	38.48917 	111.57389 
B6037	38.33083 	111.65250 
B6038	38.19722 	111.69333 
B6039	38.17806 	111.47083 
B6040	38.41083 	111.71417 
B6068	37.88417 	110.87583 
B6069	37.75333 	110.79750 
B6070	37.90250 	110.98389 
B6071	37.97750 	110.82667 
B6073	37.85694 	110.48444 
B6075	38.00194 	110.59833 
B6076	37.98694 	111.08972 
B6077	37.90278 	111.10472 
B6092	37.73528 	111.21528 
B6093	38.08472 	111.42778 
B6095	37.93417 	111.42333 
B6096	37.76528 	111.33889 
B6097	37.93278 	111.30111 
B6098	37.68944 	111.10194 
B6099	37.79722 	111.14639 
B6119	37.98222 	111.31639 
B6129	37.55556 	111.05389 
B6130	37.55778 	111.30389 
B6131	37.68556 	111.03778 
B6132	37.61333 	111.13556 
B6133	37.50611 	111.08194 
B6134	37.52472 	111.21861 
B6135	37.44528 	111.41667 
B6136	37.61028 	111.11889 
B6137	37.63556 	111.94444 
B6138	37.60167 	111.42111 
B6139	37.61056 	110.96389 
B6140	37.48472 	111.19056 
B6141	37.59500 	111.28417 
B6154	37.78917 	111.50611 
B6157	37.59806 	112.13194 
B6158	37.64972 	111.94444 
B6159	37.60944 	111.82444 
B6160	37.59889 	111.26528 
B6161	37.65500 	112.13667 
B6189	37.45750 	112.15167 
B6191	37.51278 	112.01833 
B6192	37.41083 	112.20028 
B6193	37.40861 	111.96306 
B6194	37.32139 	112.01333 
B6195	37.42000 	112.09556 
B6196	37.45528 	112.21611 
B6197	37.36139 	111.99056 
B6198	37.47722 	112.03778 
B6199	37.39111 	112.19639 
B6213	37.46722 	110.99194 
B6215	37.37972 	110.98861 
B6216	37.60056 	110.85250 
B6217	37.43861 	110.74556 
B6218	37.42167 	111.83972 
B6219	37.30944 	111.91083 
B6221	37.48528 	111.87861 
B6222	37.55500 	110.73833 
B6223	37.35139 	110.90611 
B6242	37.16667 	111.23333 
B6243	37.28111 	111.30500 
B6244	37.33333 	111.08333 
B6245	37.44583 	111.12056 
B6246	37.24083 	110.97611 
B6247	37.28722 	111.19722 
B6248	37.13472 	110.85333 
B6249	37.19917 	111.02250 
B6271	37.25917 	111.58250 
B6277	37.33722 	111.83056 
B6278	37.22639 	111.56472 
B6279	37.38778 	111.74083 
B6280	37.27528 	111.88083 
B6281	37.35806 	111.78778 
B6282	37.31028 	111.72861 
B6283	37.21389 	111.81000 
B6284	37.20111 	111.69639 
B6285	37.36556 	111.90028 
B6286	37.31833 	111.68917 
B6287	37.19250 	111.76111 
B6288	37.34722 	111.77444 
B6289	37.26972 	111.75417 
B6290	37.23944 	111.73083 
B6291	37.21833 	111.66444 
B6292	37.35750 	111.86500 
B6293	37.22806 	111.92056 
B6294	37.39639 	111.88194 
B6305	37.09806 	111.81583 
B6306	37.09083 	111.58944 
B6307	37.20028 	111.53083 
B6308	37.01417 	111.49472 
B6309	37.12778 	111.77389 
B6310	37.12056 	111.83917 
B6311	37.05694 	111.62611 
B6312	37.15333 	111.70000 
B6332	37.20139 	110.68583 
B6333	36.96556 	110.95528 
B6335	36.89889 	110.48417 
B6336	37.05639 	110.46861 
B6337	37.09056 	110.89306 
B6338	37.19639 	110.74806 
B6339	36.98139 	110.84611 
B6340	37.00667 	110.68278 
B6368	36.95583 	111.40944 
B6369	36.86306 	111.07917 
B6370	37.07694 	111.41639 
B6371	36.92278 	111.50417 
B6372	36.51194 	111.20444 
B6373	37.00139 	111.16361 
B6374	37.06972 	111.35500 
B6041	38.22722 	111.50111 
B6042	38.29444 	111.48278 
B6044	38.39333 	111.66000 
B6045	38.23750 	111.72750 
B6250	37.28389 	111.05139 
B6251	37.31444 	111.33361 
B6252	37.40917 	111.17194 
B6253	37.12056 	110.99111 
B6254	37.39944 	111.22500 
B6255	37.31361 	111.25222 
B6256	37.22694 	111.21389 
B6315	37.00917 	111.63694 
B6316	37.07083 	111.78806 
B6317	37.21139 	111.43056 
B6318	37.14889 	111.57806 
B6319	37.07556 	111.54611 
B6375	36.89972 	111.14083 
B6376	36.96333 	111.20222 
B6377	36.93389 	111.27028 
B6378	36.95583 	111.48444 
B6379	37.14306 	111.44500 
B6381	37.02083 	111.43000 
B6382	36.80389 	111.30639 
B6022	38.50250 	111.28639 
B6023	38.54083 	111.01861 
B6162	37.54611 	111.96361 
B6164	37.48111 	112.12222 
B6165	37.53056 	112.09083 
B6166	37.68000 	112.05250 
B6167	37.66833 	111.64917 
B6168	37.77694 	111.80139 
B6169	37.59583 	112.06778 
B6200	37.43750 	112.04889 
B6203	37.53972 	111.69333 
B6341	36.56333 	110.32000 
B6342	36.58250 	110.27778 
B6344	36.07750 	110.48917 
B6345	36.03972 	110.58111 
B6346	36.58222 	110.59806 
B6347	36.55111 	110.48444 
B6078	37.79889 	110.78583 
B6079	37.93111 	110.72639 
B6080	37.64028 	110.78250 
B6081	37.71361 	110.87972 
B6082	37.77417 	110.96028 
B6083	38.04000 	111.01500 
B6084	38.12667 	111.05417 
B6100	38.02806 	111.39167 
B6101	37.99083 	111.48111 
B6102	37.81278 	111.22972 
B6103	37.85833 	111.30556 
B6224	37.59028 	110.98278 
B6202	37.35889 	112.20611 
B6541	37.94389 	112.90694 
B6542	37.80028 	113.14389 
B6543	37.86278 	113.27694 
B6544	37.91250 	112.96306 
B6545	37.97111 	113.11083 
B6546	37.75444 	113.11500 
B6547	38.01389 	113.16694 
B6548	37.97222 	113.21667 
B6549	37.74861 	113.20333 
B6550	37.76083 	113.24111 
B6551	37.67889 	113.24944 
B6552	37.97250 	113.02806 
B6553	37.71444 	112.96250 
B6554	37.87750 	113.04778 
B6555	37.80500 	113.03722 
B6557	37.87889 	113.13639 
B6558	37.65917 	113.17694 
B6559	37.64389 	113.10694 
B6571	37.62389 	112.76000 
B6572	37.80972 	112.77444 
B6573	37.68444 	112.75306 
B6574	37.75250 	112.85250 
B6576	37.61389 	112.81917 
B6577	37.58000 	112.75083 
B6578	37.53972 	112.66194 
B6580	37.63361 	112.87750 
B6581	37.81639 	112.89111 
B6582	37.70361 	112.89611 
B6583	37.63833 	112.65389 
B6584	37.85694 	112.76611 
B6588	37.68611 	112.74528 
B6590	37.81361 	112.86222 
B6591	37.67667 	112.82472 
B6603	37.50472 	113.49778 
B6604	37.63861 	113.94222 
B6605	37.48667 	113.79917 
B6607	37.55806 	113.72611 
B6608	37.59278 	113.60194 
B6609	37.65111 	113.85611 
B6610	37.35833 	113.82472 
B6615	37.48750 	113.93111 
B6616	37.67972 	113.71417 
B6631	37.19500 	113.69694 
B6633	37.30194 	113.17194 
B6634	37.26306 	113.51694 
B6635	37.40694 	113.60889 
B6636	37.53167 	113.23444 
B6637	37.31944 	113.85806 
B6638	37.26944 	113.70750 
B6639	37.21694 	113.20806 
B6640	37.38806 	113.70000 
B6642	37.44083 	113.47639 
B6643	37.30722 	113.40750 
B6644	37.21750 	113.67306 
B6645	37.31500 	113.61139 
B6649	37.40278 	113.68778 
B6650	37.24611 	113.48389 
B6662	37.38861 	112.58472 
B6663	37.48194 	112.61139 
B6665	37.52972 	112.71444 
B6666	37.35583 	112.77083 
B6667	37.43944 	112.72694 
B6668	37.39417 	112.49250 
B6669	37.42667 	112.67194 
B6670	37.50333 	112.71667 
B6671	37.41722 	112.69889 
B6672	37.44750 	112.83500 
B6673	37.43139 	112.64556 
B6691	37.17000 	112.50667 
B6692	37.41750 	112.35833 
B6693	37.25250 	112.47361 
B6694	37.32250 	112.46000 
B6695	37.26917 	112.33917 
B6696	37.38806 	112.45139 
B6721	37.29083 	112.26667 
B6722	37.12444 	112.28028 
B6723	37.01306 	112.40472 
B6724	37.22417 	112.05306 
B6725	37.10111 	112.21889 
B6726	37.15917 	112.21028 
B6727	37.04833 	112.17083 
B6751	36.89722 	111.92639 
B6752	36.98472 	111.97444 
B6753	37.04556 	112.05556 
B6754	37.02167 	112.01889 
B6755	37.00306 	111.83861 
B6756	37.06139 	111.97639 
B6758	37.12972 	112.06639 
B6759	37.03833 	112.12028 
B6761	36.96917 	111.91806 
B6762	37.12028 	112.08361 
B6764	37.02750 	111.90944 
B6766	37.04944 	111.97139 
B6767	37.12250 	112.00194 
B6768	37.03639 	111.85944 
B6769	37.05639 	112.02694 
B6770	37.04000 	112.10944 
B6781	37.10917 	112.78083 
B6782	37.04667 	112.80361 
B6783	37.13778 	112.93750 
B6784	36.95278 	113.08889 
B6785	37.19972 	112.94083 
B6786	37.00639 	113.09250 
B6787	37.19722 	113.03444 
B6788	36.93278 	112.95083 
B6789	37.28861 	113.07889 
B6790	37.23056 	112.94333 
B6791	37.10611 	113.05778 
B6792	37.16250 	112.88639 
B6793	37.18889 	112.73556 
B6794	36.93694 	112.98639 
B6795	37.00056 	112.91611 
B6796	36.95806 	112.88639 
B6797	37.00250 	112.96222 
B6812	36.98417 	113.60556 
B6814	36.85194 	113.46528 
B6815	36.78667 	113.52000 
B6816	36.90444 	113.74806 
B6818	37.21639 	113.46694 
B6819	37.12111 	113.28694 
B6820	37.07917 	113.62833 
B6821	36.91056 	113.63556 
B6822	36.94889 	113.54333 
B6823	36.99028 	113.34194 
B6824	37.00083 	113.50278 
B6825	37.20361 	113.21222 
B6826	36.84639 	113.56639 
B6841	36.77222 	111.78944 
B6842	36.74389 	111.59083 
B6843	36.92194 	111.68056 
B6844	36.90639 	111.89056 
B6846	36.87278 	111.88000 
B6847	36.92722 	111.77194 
B6848	36.81528 	111.70778 
B6849	36.79694 	111.59278 
B6850	36.82917 	111.46694 
B6851	36.86028 	111.56889 
B6852	36.93194 	111.59472 
B6853	36.70639 	111.67194 
B6854	36.80444 	111.65056 
B6855	36.74306 	111.77111 
B6858	36.98750 	111.51000 
B6859	36.87111 	111.92611 
B6391	37.87944 	112.25972 
B6392	37.63833 	112.52444 
B6393	37.68056 	112.42583 
B6394	37.83583 	112.60667 
B6395	37.97667 	112.36722 
B6396	37.83611 	112.45556 
B6397	37.91139 	112.63944 
B6400	38.16694 	112.71806 
B6401	38.14028 	112.54806 
B6402	38.05167 	112.71806 
B6403	37.81028 	112.52889 
B6404	37.56417 	112.50028 
B6405	37.52194 	112.45389 
B6406	37.93194 	112.13194 
B6407	37.92278 	112.03250 
B6408	37.94306 	112.08056 
B6409	38.19639 	112.51556 
B6410	38.30000 	113.02639 
B6411	38.06278 	112.76278 
B6413	37.82750 	111.97417 
B6414	37.95250 	111.55694 
B6415	38.16833 	111.74444 
B6416	37.63889 	112.28778 
B6417	37.62444 	112.22806 
B6418	38.15278 	112.77222 
B6419	38.02083 	112.62000 
B6420	37.82139 	112.35722 
B6422	38.08861 	112.99056 
B6423	38.13472 	112.99222 
B6424	37.84667 	111.95111 
B6425	37.82944 	111.86028 
B6428	38.16306 	111.82444 
B6462	37.83472 	112.32222 
B6463	37.90389 	112.52333 
B6464	37.88389 	112.74278 
B6465	37.72889 	112.44833 
B6466	37.87806 	111.61667 
B6467	38.13389 	112.41694 
B6468	37.62056 	112.30972 
B6469	37.60000 	112.26250 
B6470	37.87778 	112.53944 
B6471	37.49417 	112.40444 
B6472	37.57083 	112.37806 
B6473	37.55222 	112.57028 
B6474	37.59722 	112.47583 
B6475	38.16667 	111.82278 
B6476	38.01333 	111.63444 
B6477	38.03861 	111.94083 
B6478	38.08611 	111.62500 
B6479	37.94361 	111.67417 
B6480	37.93389 	111.89750 
B6490	38.24722 	112.89167 
B6491	38.19444 	112.50306 
B6492	38.21944 	112.29194 
B6493	38.02583 	112.65306 
B6494	38.03917 	112.88389 
B6495	38.16694 	112.67778 
B6496	38.02361 	112.52528 
B6497	37.99167 	112.50639 
B6498	38.02361 	112.47528 
B6499	38.00611 	112.44750 
B6500	37.95556 	112.40806 
B6501	37.98472 	112.57806 
B6502	37.80944 	112.56833 
B6503	37.79500 	112.55222 
B6504	37.80889 	112.62528 
B6505	37.64583 	112.57667 
B6506	37.64556 	112.47556 
B6507	37.77944 	112.60139 
B6508	37.71806 	112.62028 
B6510	37.65139 	112.38389 
B6511	37.72722 	112.47500 
B6512	37.88639 	112.50806 
B6513	37.88139 	112.45667 
B6514	37.85528 	112.45833 
B6515	37.86222 	112.43250 
B6516	37.81917 	112.49778 
B6517	37.89694 	112.34917 
B6518	37.83722 	112.40444 
B6519	37.94639 	112.66694 
B6520	37.87806 	112.55917 
B6521	37.88278 	112.61889 
B6522	37.91389 	112.57111 
B6523	37.85694 	112.57694 
B6524	37.85278 	112.55889 
B6525	37.85611 	112.53750 
B6526	37.84222 	112.56194 
B6527	37.84167 	112.54083 
B6528	37.86028 	112.69417 
B6529	37.80278 	112.03889 
B6530	37.84861 	111.88889 
B6531	37.99472 	112.20417 
B6532	37.79806 	112.18083 
B6533	37.78528 	112.07222 
B6534	38.12306 	112.12639 
B6535	37.74139 	112.38167 
B6536	38.13750 	111.88611 
B6537	37.94667 	111.77750 
B6538	37.84861 	112.02694 
B6539	37.80250 	112.31278 
B6540	37.99056 	112.09306 
B5422	39.45028 	111.89694 
B5423	39.57500 	111.43861 
B5424	39.39917 	111.76583 
B5452	39.25167 	111.30167 
B5458	39.11278 	111.26333 
B5459	39.41361 	111.21694 
B5482	39.19889 	113.25389 
B5483	39.29306 	113.75000 
B5484	39.36722 	113.66889 
B5485	39.22222 	113.57972 
B5486	39.05306 	113.33306 
B5511	39.10944 	112.01556 
B5513	39.10556 	111.85417 
B5514	39.21944 	111.88667 
